,country,song,artist,year,points,running_order,place,points_normalized
1001,Greece,Secret Combination,Kalomira,2008,0.28759894,21,3,0.28759894
1002,Armenia,"Qele, Qele",Sirusho,2008,0.26253298,5,4,0.26253298
1003,Norway,Hold On Be Strong,Maria,2008,0.24010554,25,5,0.24010554
1004,Serbia,Oro,Jelena Tomašević feat. Bora Dugic,2008,0.21108179,23,6,0.21108179
1005,Turkey,Deli,Mor ve Ötesi,2008,0.18205805,12,7,0.18205805
1006,Azerbaijan,Day After Day,Elnur & Samir,2008,0.17414248,20,8,0.17414248
1007,Israel,The Fire In Your Eyes,Boaz,2008,0.16358839,7,9,0.16358839
1008,Bosnia & Herzegovina,Pokušaj,Laka,2008,0.14511873,6,10,0.14511873
1009,Georgia,Peace Will Come,Diana Gurtskaya,2008,0.10949868,17,11,0.10949868
1010,Latvia,Wolves Of The Sea,Pirates Of The Sea,2008,0.10949868,14,12,0.10949868
1011,Portugal,Senhora Do Mar (Negras Águas),Vânia Fernandes,2008,0.091029026,13,13,0.091029026
1012,Iceland,This Is My Life,Euroband,2008,0.08443272,11,14,0.08443272
1013,Denmark,All Night Long,Simon Mathew,2008,0.079155676,16,15,0.079155676
1014,Spain,Baila El Chiki Chiki,Rodolfo Chikilicuatre,2008,0.072559364,22,16,0.072559364
1015,Albania,Zemrën E Lamë Peng,Olta Boka,2008,0.072559364,3,17,0.072559364
1016,Sweden,Hero,Charlotte Perrelli,2008,0.062005278,15,18,0.062005278
1017,France,Divine,Sébastien Tellier,2008,0.062005278,19,19,0.062005278
1018,Romania,Pe-o Margine De Lume,Nico & Vlad,2008,0.059366755,1,20,0.059366755
1019,Croatia,Romanca,Kraljevi Ulice & 75 Cents,2008,0.058047492,9,21,0.058047492
1020,Finland,Missä Miehet Ratsastaa,Teräsbetoni,2008,0.046174143,8,22,0.046174143
1021,Germany,Disappear,No Angels,2008,0.018469658,4,23,0.018469658
1022,Poland,For Life,Isis Gee,2008,0.018469658,10,24,0.018469658
1023,United Kingdom,Even If,Andy Abraham,2008,0.018469658,2,25,0.018469658
1024,Norway,Fairytale,Alexander Rybak,2009,0.5105541,20,1,0.5105541
1025,Iceland,Is It True?,Yohanna,2009,0.28759894,7,2,0.28759894
1026,Azerbaijan,Always,AySel & Arash,2009,0.27308708,11,3,0.27308708
1027,Turkey,Düm Tek Tek,Hadise,2009,0.23350923,18,4,0.23350923
1028,United Kingdom,It's My Time,Jade Ewen,2009,0.22823219,23,5,0.22823219
1029,Estonia,Rändajad,Urban Symphony,2009,0.1701847,15,6,0.1701847
1030,Greece,This Is Our Night,Sakis Rouvas,2009,0.15831135,8,7,0.15831135
1031,France,Et S'il Fallait Le Faire,Patricia Kaas,2009,0.14116095,3,8,0.14116095
1032,Bosnia & Herzegovina,Bistra Voda,Regina,2009,0.13984169,12,9,0.13984169
1033,Armenia,Jan Jan,Inga & Anush,2009,0.12137203,9,10,0.12137203
1034,Russia,Mamo,Anastasia Prikhodko,2009,0.12005277,10,11,0.12005277
1035,Ukraine,Be my Valentine! (Anti-crisis Girl),Svetlana Loboda,2009,0.10026385,21,12,0.10026385
1036,Denmark,Believe Again,Brinck,2009,0.09762533,16,13,0.09762533
1037,Moldova,Hora Din Moldova,Nelly Ciobanu,2009,0.091029026,13,14,0.091029026
1038,Portugal,Todas As Ruas Do Amor,Flor-de-lis,2009,0.07519789,6,15,0.07519789
1039,Israel,There Must Be Another Way,Noa & Mira Awad,2009,0.069920845,2,16,0.069920845
1040,Albania,Carry Me In Your Dreams,Kejsi Tola,2009,0.06332454,19,17,0.06332454
1041,Croatia,Lijepa Tena,Igor Cukrov feat. Andrea,2009,0.059366755,5,18,0.059366755
1042,Romania,The Balkan Girls,Elena,2009,0.052770447,22,19,0.052770447
1043,Germany,Miss Kiss Kiss Bang,Alex Swings Oscar Sings!,2009,0.046174143,17,20,0.046174143
1044,Sweden,La Voix,Malena Ernman,2009,0.04353562,4,21,0.04353562
1045,Malta,What If We,Chiara,2009,0.040897097,14,22,0.040897097
1046,Lithuania,Love,Sasha Son,2009,0.030343007,1,23,0.030343007
1047,Spain,La Noche Es Para Mí,Soraya,2009,0.030343007,25,24,0.030343007
1048,Finland,Lose Control,Waldo's People,2009,0.029023746,24,25,0.029023746
1049,Germany,Satellite,Lena,2010,0.32453826,22,1,0.32453826
1050,Turkey,We Could Be The Same,maNga,2010,0.22427441,14,2,0.22427441
1051,Romania,Playing With Fire,Paula Seling & Ovi,2010,0.21372032,19,3,0.21372032
1052,Denmark,In A Moment Like This,Chanée & N'evergreen,2010,0.19656992,25,4,0.19656992
1053,Azerbaijan,Drip Drop,Safura,2010,0.19129288,1,5,0.19129288
1054,Belgium,Me And My Guitar,Tom Dice,2010,0.18865435,7,6,0.18865435
1055,Armenia,Apricot Stone,Eva Rivas,2010,0.18601583,21,7,0.18601583
1056,Greece,OPA,Giorgos Alkaios & Friends,2010,0.18469657,11,8,0.18469657
1057,Georgia,Shine,Sofia Nizharadze,2010,0.17941953,13,9,0.17941953
1058,Ukraine,Sweet People,Alyosha,2010,0.14248021,17,10,0.14248021
1059,Russia,Lost And Forgotten,Peter Nalitch & Friends,2010,0.11873351,20,11,0.11873351
1060,France,Allez Olla Olé,Jessy Matador,2010,0.10817942,18,12,0.10817942
1061,Serbia,Ovo Je Balkan,Milan Stanković,2010,0.094986804,8,13,0.094986804
1062,Israel,Milim,Harel Skaat,2010,0.093667544,24,14,0.093667544
1063,Spain,Algo Pequeñito,Daniel Diges,2010,0.089709766,2,15,0.089709766
1064,Albania,It's All About You,Juliana Pasha,2010,0.081794195,15,16,0.081794195
1065,Bosnia & Herzegovina,Thunder and Lightning,Vukašin Brajić,2010,0.06728232,6,17,0.06728232
1066,Portugal,Há Dias Assim,Filipa Azevedo,2010,0.056728233,23,18,0.056728233
1067,Iceland,Je Ne Sais Quoi,Hera Björk,2010,0.05408971,16,19,0.05408971
1068,Norway,My Heart Is Yours,Didrik Solli-Tangen,2010,0.046174143,3,20,0.046174143
1069,Cyprus,Life Looks Better In Spring,Jon Lilygreen & The Islanders,2010,0.035620052,5,21,0.035620052
1070,Moldova,Run Away,Sunstroke Project & Olia Tira,2010,0.035620052,4,22,0.035620052
1071,Ireland,It's For You,Niamh Kavanagh,2010,0.03298153,10,23,0.03298153
1072,Belarus,Butterflies,3+2,2010,0.023746701,9,24,0.023746701
1073,United Kingdom,That Sounds Good To Me,Josh,2010,0.013192612,12,25,0.013192612
1074,Azerbaijan,Running Scared,Ell/Nikki,2011,0.29155672,19,1,0.29155672
1075,Italy,Madness Of Love,Raphael Gualazzi,2011,0.24934037,12,2,0.24934037
1076,Sweden,Popular,Eric Saade,2011,0.24406332,7,3,0.24406332
1077,Ukraine,Angel,Mika Newton,2011,0.20976253,23,4,0.20976253
1078,Denmark,New Tomorrow,A Friend In London,2011,0.176781,3,5,0.176781
1079,Bosnia & Herzegovina,Love In Rewind,Dino Merlin,2011,0.16490765,2,6,0.16490765
1080,Greece,Watch My Dance,Loucas Yiorkas feat. Stereo Mike,2011,0.15831135,9,7,0.15831135
1081,Ireland,Lipstick,Jedward,2011,0.15699208,6,8,0.15699208
1082,Georgia,One More Day,Eldrine,2011,0.14511873,25,9,0.14511873
1083,Germany,Taken By A Stranger,Lena,2011,0.14116095,16,10,0.14116095
1084,United Kingdom,I Can,Blue,2011,0.13192612,14,11,0.13192612
1085,Moldova,So Lucky,Zdob și Zdub,2011,0.12796834,15,12,0.12796834
1086,Slovenia,No One,Maja Keuc,2011,0.12664908,20,13,0.12664908
1087,Serbia,Čaroban,Nina,2011,0.112137206,24,14,0.112137206
1088,France,Sognu,Amaury Vassili,2011,0.10817942,11,15,0.10817942
1089,Russia,Get You,Alexej Vorobjov,2011,0.101583116,10,16,0.101583116
1090,Romania,Change,Hotel FM,2011,0.101583116,17,17,0.101583116
1091,Austria,The Secret Is Love,Nadine Beiler,2011,0.08443272,18,18,0.08443272
1092,Lithuania,C'est Ma Vie,Evelina Sašenko,2011,0.083113454,4,19,0.083113454
1093,Iceland,Coming Home,Sjonni's Friends,2011,0.080474935,21,20,0.080474935
1094,Finland,Da Da Dam,Paradise Oskar,2011,0.07519789,1,21,0.07519789
1095,Hungary,What About My Dreams?,Kati Wolf,2011,0.069920845,5,22,0.069920845
1096,Spain,Que Me Quiten Lo Bailao,Lucía Pérez,2011,0.06596306,22,23,0.06596306
1097,Estonia,Rockefeller Street,Getter Jaani,2011,0.058047492,8,24,0.058047492
1098,Switzerland,In Love For A While,Anna Rossinelli,2011,0.025065962,13,25,0.025065962
1099,Sweden,Euphoria,Loreen,2012,0.49076518,17,1,0.49076518
1100,Russia,Party For Everybody,Buranovskiye Babushki,2012,0.34168866,6,2,0.34168866
1101,Serbia,Nije Ljubav Stvar,Željko Joksimović,2012,0.2823219,24,3,0.2823219
1102,Azerbaijan,When The Music Dies,Sabina Babayeva,2012,0.19788918,13,4,0.19788918
1103,Albania,Suus,Rona Nishliu,2012,0.19261214,3,5,0.19261214
1104,Estonia,Kuula,Ott Lepland,2012,0.15831135,11,6,0.15831135
1105,Turkey,Love Me Back,Can Bonomo,2012,0.14775726,18,7,0.14775726
1106,Germany,Standing Still,Roman Lob,2012,0.14511873,20,8,0.14511873
1107,Italy,L'Amore È Femmina (Out Of Love),Nina Zilli,2012,0.13324538,10,9,0.13324538
1108,Spain,Quédate Conmigo,Pastora Soler,2012,0.12796834,19,10,0.12796834
1109,Moldova,Lăutar,Pasha Parfeny,2012,0.10686016,26,11,0.10686016
1110,Romania,Zaleilah,Mandinga,2012,0.093667544,14,12,0.093667544
1111,North Macedonia,Crno I Belo,Kaliopi,2012,0.093667544,22,13,0.093667544
1112,Lithuania,Love Is Blind,Donny Montell,2012,0.092348285,4,14,0.092348285
1113,Ukraine,Be My Guest,Gaitana,2012,0.08575198,25,15,0.08575198
1114,Cyprus,La La Love,Ivi Adamou,2012,0.08575198,8,16,0.08575198
1115,Greece,Aphrodisiac,Eleftheria Eleftheriou,2012,0.08443272,16,17,0.08443272
1116,Bosnia & Herzegovina,Korake Ti Znam,Maya Sar,2012,0.072559364,5,18,0.072559364
1117,Ireland,Waterline,Jedward,2012,0.060686015,23,19,0.060686015
1118,Iceland,Never Forget,Greta Salóme & Jónsi,2012,0.060686015,7,20,0.060686015
1119,Malta,This Is The Night,Kurt Calleja,2012,0.05408971,21,21,0.05408971
1120,France,Echo (You And I),Anggun,2012,0.027704485,9,22,0.027704485
1121,Denmark,Should've Known Better,Soluna Samay,2012,0.027704485,15,23,0.027704485
1122,Hungary,Sound Of Our Hearts,Compact Disco,2012,0.025065962,2,24,0.025065962
1123,United Kingdom,Love Will Set You Free,Engelbert Humperdinck,2012,0.015831135,1,25,0.015831135
1124,Norway,Stay,Tooji,2012,0.009234829,12,26,0.009234829
1125,Denmark,Only Teardrops,Emmelie de Forest,2013,0.3707124,18,1,0.3707124
1126,Azerbaijan,Hold Me,Farid Mammadov,2013,0.30870712,20,2,0.30870712
1127,Ukraine,Gravity,Zlata Ognevich,2013,0.2823219,22,3,0.2823219
1128,Norway,I Feed You My Love,Margaret Berger,2013,0.2519789,24,4,0.2519789
1129,Russia,What If,Dina Garipova,2013,0.22955145,10,5,0.22955145
1130,Greece,Alcohol Is Free,Koza Mostra feat. Agathon Iakovidis,2013,0.2005277,21,6,0.2005277
1131,Italy,L'Essenziale,Marco Mengoni,2013,0.16622691,23,7,0.16622691
1132,Malta,Tomorrow,Gianluca,2013,0.15831135,9,8,0.15831135
1133,Netherlands,Birds,Anouk,2013,0.15039578,13,9,0.15039578
1134,Hungary,Kedvesem,ByeAlex,2013,0.11081794,17,10,0.11081794
1135,Moldova,O Mie,Aliona Moon,2013,0.093667544,3,11,0.093667544
1136,Belgium,Love Kills,Roberto Bellarosa,2013,0.093667544,6,12,0.093667544
1137,Romania,It's My Life,Cezar,2013,0.08575198,14,13,0.08575198
1138,Sweden,You,Robin Stjernberg,2013,0.081794195,16,14,0.081794195
1139,Georgia,Waterfall,Nodi Tatishvili & Sophie Gelovani,2013,0.06596306,25,15,0.06596306
1140,Belarus,Solayoh,Alyona Lanskaya,2013,0.06332454,8,16,0.06332454
1141,Iceland,Ég Á Líf,Eythor Ingi,2013,0.062005278,19,17,0.062005278
1142,Armenia,Lonely Planet,Dorians,2013,0.05408971,12,18,0.05408971
1143,United Kingdom,Believe In Me,Bonnie Tyler,2013,0.030343007,15,19,0.030343007
1144,Estonia,Et Uus Saaks Alguse,Birgit,2013,0.025065962,7,20,0.025065962
1145,Germany,Glorious,Cascada,2013,0.023746701,11,21,0.023746701
1146,Lithuania,Something,Andrius Pojavis,2013,0.022427442,2,22,0.022427442
1147,France,L'enfer Et Moi,Amandine Bourgeois,2013,0.018469658,1,23,0.018469658
1148,Finland,Marry Me,Krista Siegfrids,2013,0.017150396,4,24,0.017150396
1149,Spain,Contigo Hasta El Final,ESDM,2013,0.01055409,5,25,0.01055409
1150,Ireland,Only Love Survives,Ryan Dolan,2013,0.006596306,26,26,0.006596306
1151,Austria,Rise Like a Phoenix,Conchita Wurst,2014,0.38258576,11,1,0.38258576
1152,Netherlands,Calm After The Storm,The Common Linnets,2014,0.31398416,24,2,0.31398416
1153,Sweden,Undo,Sanna Nielsen,2014,0.28759894,13,3,0.28759894
1154,Armenia,Not Alone,Aram MP3,2014,0.22955145,7,4,0.22955145
1155,Hungary,Running,András Kállay-Saunders,2014,0.18865435,21,5,0.18865435
1156,Ukraine,Tick - Tock,Mariya Yaremchuk,2014,0.14907652,1,6,0.14907652
1157,Russia,Shine,Tolmachevy Sisters,2014,0.11741425,15,7,0.11741425
1158,Norway,Silent Storm,Carl Espen,2014,0.116094984,5,8,0.116094984
1159,Denmark,Cliche Love Song,Basim,2014,0.09762533,23,9,0.09762533
1160,Spain,Dancing in the rain,Ruth Lorenzo,2014,0.09762533,19,10,0.09762533
1161,Finland,Something Better,Softengine,2014,0.094986804,18,11,0.094986804
1162,Romania,Miracle,Paula Seling & OVI,2014,0.094986804,6,12,0.094986804
1163,Switzerland,Hunter Of Stars,Sebalter,2014,0.08443272,20,13,0.08443272
1164,Poland,My Słowianie - We Are Slavic,Donatan & Cleo,2014,0.081794195,9,14,0.081794195
1165,Iceland,No Prejudice,Pollapönk,2014,0.07651715,4,15,0.07651715
1166,Belarus,Cheesecake,Teo,2014,0.056728233,2,16,0.056728233
1167,United Kingdom,Children of the Universe,Molly,2014,0.052770447,26,17,0.052770447
1168,Germany,Is It Right,Elaiza,2014,0.051451188,12,18,0.051451188
1169,Montenegro,Moj Svijet,Sergej Ćetković,2014,0.048812665,8,19,0.048812665
1170,Greece,Rise Up,Freaky Fortune feat. RiskyKidd,2014,0.046174143,10,20,0.046174143
1171,Italy,La Mia Città,Emma,2014,0.04353562,16,21,0.04353562
1172,Azerbaijan,Start A Fire,Dilara Kazimova,2014,0.04353562,3,22,0.04353562
1173,Malta,Coming Home,Firelight,2014,0.04221636,22,23,0.04221636
1174,San Marino,Maybe (Forse),Valentina Monetta,2014,0.018469658,25,24,0.018469658
1175,Slovenia,Round and Round,Tinkara Kovač,2014,0.0118733505,17,25,0.0118733505
1176,France,Moustache,TWIN TWIN,2014,0.0026385225,14,26,0.0026385225
1177,Sweden,Heroes,Måns Zelmerlöw,2015,0.48153034,10,1,0.48153034
1178,Russia,A Million Voices,Polina Gagarina,2015,0.39973614,25,2,0.39973614
1179,Italy,Grande Amore,Il Volo,2015,0.38522428,27,3,0.38522428
1180,Belgium,Rhythm Inside,Loïc Nottet,2015,0.28627968,13,4,0.28627968
1181,Australia,Tonight Again,Guy Sebastian,2015,0.2585752,12,5,0.2585752
1182,Latvia,Love Injected,Aminata Savadogo,2015,0.24538259,19,6,0.24538259
1183,Estonia,Goodbye to Yesterday,Elina Born & Stig Rästa,2015,0.13984169,4,7,0.13984169
1184,Norway,A Monster Like Me,Mørland & Debrah Scarlett,2015,0.13456464,9,8,0.13456464
1185,Israel,Golden Boy,Nadav Guedj,2015,0.12796834,3,9,0.12796834
1186,Serbia,Beauty Never Lies,Bojana Stamenov,2015,0.069920845,8,10,0.069920845
1187,Georgia,Warrior,Nina Sublatti,2015,0.06728232,23,11,0.06728232
1188,Azerbaijan,Hour Of The Wolf,Elnur Hüseynov,2015,0.0646438,24,12,0.0646438
1189,Montenegro,Adio,Knez,2015,0.058047492,16,13,0.058047492
1190,Slovenia,Here for You,Maraaya,2015,0.051451188,1,14,0.051451188
1191,Romania,De La Capăt / All Over Again,Voltaj,2015,0.046174143,20,15,0.046174143
1192,Armenia,Face The Shadow,Genealogy,2015,0.044854883,6,16,0.044854883
1193,Albania,I'm Alive,Elhaida Dani,2015,0.044854883,26,17,0.044854883
1194,Lithuania,This Time,Monika & Vaidas,2015,0.039577838,7,18,0.039577838
1195,Greece,One Last Breath,Maria Elena Kyriakou,2015,0.030343007,15,19,0.030343007
1196,Hungary,Wars For Nothing,Boggie,2015,0.025065962,22,20,0.025065962
1197,Spain,Amanecer,Edurne,2015,0.019788919,21,21,0.019788919
1198,Cyprus,One Thing I Should Have Done,John Karayiannis,2015,0.014511873,11,22,0.014511873
1199,Poland,In The Name Of Love,Monika Kuszyńska,2015,0.013192612,18,23,0.013192612
1200,United Kingdom,Still in Love with You,Electro Velvet,2015,0.006596306,5,24,0.006596306
1201,France,N’oubliez pas,Lisa Angell,2015,0.005277045,2,25,0.005277045
1202,Austria,I Am Yours,The Makemakes,2015,0.0,14,26,0.0
1203,Germany,Black Smoke,Ann Sophie,2015,0.0,17,27,0.0
1204,Ukraine,1944,Jamala,2016,0.7044855,323,1,0.7044855
1205,Australia,Sound of Silence,Dami Im,2016,0.6741425,191,2,0.6741425
1206,Russia,You Are the Only One,Sergey Lazarev,2016,0.64775723,361,3,0.64775723
1207,Bulgaria,If Love Was a Crime,Poli Genova,2016,0.4050132,180,4,0.4050132
1208,Sweden,If I Were Sorry,Frans,2016,0.34432718,139,5,0.34432718
1209,France,J'ai Cherché,Amir,2016,0.33905014,109,6,0.33905014
1210,Armenia,LoveWave,Iveta Mukuchyan,2016,0.32849604,134,7,0.32849604
1211,Poland,Color of Your Life,Michał Szpak,2016,0.30211082,222,8,0.30211082
1212,Lithuania,I've Been Waiting for This Night,Donny Montell,2016,0.26385224,96,9,0.26385224
1213,Belgium,What's the Pressure,Laura Tesoro,2016,0.23878628,51,10,0.23878628
1214,Netherlands,Slow Down,Douwe Bob,2016,0.20184697,39,11,0.20184697
1215,Malta,Walk on Water,Ira Losco,2016,0.20184697,16,12,0.20184697
1216,Austria,Loin d'ici,Zoë,2016,0.19920844,120,13,0.19920844
1217,Israel,Made of Stars,Hovi Star,2016,0.17810026,11,14,0.17810026
1218,Latvia,Heartbeat,Justs,2016,0.17414248,63,15,0.17414248
1219,Italy,No Degree of Separation,Francesca Michielin,2016,0.16358839,34,16,0.16358839
1220,Azerbaijan,Miracle,Samra,2016,0.15435356,73,17,0.15435356
1221,Serbia,Goodbye (Shelter),Sanja Vučić ZAA,2016,0.15171504,80,18,0.15171504
1222,Hungary,Pioneer,Freddie,2016,0.14248021,56,19,0.14248021
1223,Georgia,Midnight Gold,Nika Kocharov & Young Georgian Lolitaz,2016,0.13720317,24,20,0.13720317
1224,Cyprus,Alter Ego,Minus One,2016,0.12664908,53,21,0.12664908
1225,Spain,Say Yay!,Barei,2016,0.101583116,10,22,0.101583116
1226,Croatia,Lighthouse,Nina Kraljić,2016,0.09630607,33,23,0.09630607
1227,United Kingdom,You're Not Alone,Joe & Jake,2016,0.081794195,8,24,0.081794195
1228,Czech Republic,I Stand,Gabriela Gunčíková,2016,0.05408971,0,25,0.05408971
1229,Germany,Ghost,Jamie-Lee Kriewitz,2016,0.014511873,10,26,0.014511873
1230,Portugal,Amar Pelos Dois,Salvador Sobral,2017,1.0,376,1,1.0
1231,Bulgaria,Beautiful Mess,Kristian Kostov,2017,0.81134564,337,2,0.81134564
1232,Moldova,Hey Mamma,Sunstroke Project,2017,0.4934037,264,3,0.4934037
1233,Belgium,City Lights,Blanche,2017,0.47889182,255,4,0.47889182
1234,Sweden,I Can't Go On,Robin Bengtsson,2017,0.45382586,126,5,0.45382586
1235,Italy,Occidentali's Karma,Francesco Gabbani,2017,0.44063324,208,6,0.44063324
1236,Romania,Yodel It!,Ilinca feat. Alex Florea,2017,0.37203166,224,7,0.37203166
1237,Hungary,Origo,Joci Pápai,2017,0.26385224,152,8,0.26385224
1238,Australia,Don't Come Easy,Isaiah,2017,0.22823219,2,9,0.22823219
1239,Norway,Grab the Moment,Jowst,2017,0.20844327,29,10,0.20844327
1240,Netherlands,Lights And Shadows,OG3NE,2017,0.19788918,15,11,0.19788918
1241,France,Requiem,Alma,2017,0.17810026,90,12,0.17810026
1242,Croatia,My Friend,Jacques Houdek,2017,0.16886544,103,13,0.16886544
1243,Azerbaijan,Skeletons,Dihaj,2017,0.15831135,42,14,0.15831135
1244,United Kingdom,Never Give Up on You,Lucie Jones,2017,0.14643799,12,15,0.14643799
1245,Austria,Running On Air,Nathan Trent,2017,0.122691296,0,16,0.122691296
1246,Belarus,Historyja majho žyccia,Naviband,2017,0.10949868,33,17,0.10949868
1247,Armenia,Fly With Me,Artsvik,2017,0.104221635,21,18,0.104221635
1248,Greece,This is Love,Demy,2017,0.101583116,29,19,0.101583116
1249,Denmark,Where I Am,Anja,2017,0.101583116,8,20,0.101583116
1250,Cyprus,Gravity,Hovig,2017,0.089709766,32,21,0.089709766
1251,Poland,Flashlight,Kasia Moś,2017,0.08443272,41,22,0.08443272
1252,Israel,I Feel Alive,Imri Ziv,2017,0.051451188,5,23,0.051451188
1253,Ukraine,Time,O.Torvald,2017,0.047493402,24,24,0.047493402
1254,Germany,Perfect Life,Levina,2017,0.007915568,3,25,0.007915568
1255,Spain,Do It for Your Lover,Manel Navarro,2017,0.006596306,5,26,0.006596306
1256,Israel,Toy,Netta,2018,0.6978892,317,1,0.6978892
1257,Cyprus,Fuego,Eleni Foureira,2018,0.5751979,253,2,0.5751979
1258,Austria,Nobody But You,Cesár Sampson,2018,0.45118734,71,3,0.45118734
1259,Germany,You Let Me Walk Alone,Michael Schulte,2018,0.44854882,136,4,0.44854882
1260,Italy,Non Mi Avete Fatto Niente,Ermal Meta & Fabrizio Moro,2018,0.40633246,249,5,0.40633246
1261,Czech Republic,Lie To Me,Mikolas Josef,2018,0.3707124,215,6,0.3707124
1262,Sweden,Dance You Off,Benjamin Ingrosso,2018,0.36147758,21,7,0.36147758
1263,Estonia,La Forza,Elina Nechayeva,2018,0.323219,102,8,0.323219
1264,Denmark,Higher Ground,Rasmussen,2018,0.29815304,188,9,0.29815304
1265,Moldova,My Lucky Day,DoReDos,2018,0.2757256,115,10,0.2757256
1266,Albania,Mall,Eugent Bushpepa,2018,0.24274406,58,11,0.24274406
1267,Lithuania,When We're Old,Ieva Zasimauskaitė,2018,0.23878628,91,12,0.23878628
1268,France,Mercy,Madame Monsieur,2018,0.22823219,59,13,0.22823219
1269,Bulgaria,Bones,Equinox,2018,0.21899736,66,14,0.21899736
1270,Norway,That's How You Write a Song,Alexander Rybak,2018,0.18997361,84,15,0.18997361
1271,Ireland,Together,Ryan O'Shaughnessy,2018,0.17941953,62,16,0.17941953
1272,Ukraine,Under the Ladder,Mélovin,2018,0.17150396,119,17,0.17150396
1273,Netherlands,Outlaw In 'Em,Waylon,2018,0.15963061,32,18,0.15963061
1274,Serbia,Nova Deca,Sanja Ilić & Balkanika,2018,0.14907652,75,19,0.14907652
1275,Australia,We Got Love,Jessica Mauboy,2018,0.13060686,9,20,0.13060686
1276,Hungary,Viszlát Nyár,AWS,2018,0.122691296,65,21,0.122691296
1277,Slovenia,"Hvala, ne!",Lea Sirk,2018,0.08443272,23,22,0.08443272
1278,Spain,Tu Canción,Amaia & Alfred,2018,0.080474935,18,23,0.080474935
1279,United Kingdom,Storm,SuRie,2018,0.06332454,25,24,0.06332454
1280,Finland,Monsters,Saara Aalto,2018,0.060686015,23,25,0.060686015
1281,Portugal,O Jardim,Cláudia Pascoal,2018,0.051451188,18,26,0.051451188
1282,Netherlands,Arcade,Duncan Laurence,2019,0.6569921,261,1,0.6569921
1283,Italy,Soldi,Mahmood,2019,0.6226913,253,2,0.6226913
1284,Russia,Scream,Sergey Lazarev,2019,0.48812664,244,3,0.48812664
1285,Switzerland,She Got Me,Luca Hänni,2019,0.48021108,212,4,0.48021108
1286,Sweden,Too Late for Love,John Lundvik,2019,0.44063324,93,5,0.44063324
1287,Norway,Spirit in the Sky,KEiiNO,2019,0.43667546,291,6,0.43667546
1288,North Macedonia,Proud,Tamara Todevska,2019,0.40237468,58,7,0.40237468
1289,Azerbaijan,Truth,Chingiz,2019,0.39841688,100,8,0.39841688
1290,Australia,Zero Gravity,Kate Miller-Heidke,2019,0.37467018,131,9,0.37467018
1291,Iceland,Hatrið mun sigra,Hatari,2019,0.3060686,186,10,0.3060686
1292,Czech Republic,Friend of a Friend,Lake Malawi,2019,0.20712401,7,11,0.20712401
1293,Denmark,Love Is Forever,Leonora,2019,0.15831135,51,12,0.15831135
1294,Cyprus,Replay,Tamta,2019,0.14379947,32,13,0.14379947
1295,Malta,Chameleon,Michela,2019,0.14116095,20,14,0.14116095
1296,Slovenia,Sebi,Zala Kralj & Gašper Šantl,2019,0.13852243,59,15,0.13852243
1297,France,Roi,Bilal Hassani,2019,0.13852243,38,16,0.13852243
1298,Albania,Ktheju Tokës,Jonida Maliqi,2019,0.11873351,47,17,0.11873351
1299,Serbia,Kruna,Nevena Božović,2019,0.11741425,54,18,0.11741425
1300,San Marino,Say Na Na Na,Serhat,2019,0.101583116,65,19,0.101583116
1301,Estonia,Storm,Victor Crone,2019,0.10026385,48,20,0.10026385
1302,Greece,Better Love,Katerine Duska,2019,0.09762533,24,21,0.09762533
1303,Spain,La Venda,Miki,2019,0.071240105,53,22,0.071240105
1304,Israel,Home,Kobi Marimi,2019,0.046174143,35,23,0.046174143
1305,Belarus,Like It,Zena,2019,0.040897097,13,24,0.040897097
1306,Germany,Sister,S!sters,2019,0.03166227,0,25,0.03166227
1307,United Kingdom,Bigger Than Us,Michael Rice,2019,0.014511873,3,26,0.014511873
1308,Italy,Zitti e buoni,Måneskin,2020,0.6912929,318,1,0.6912929
1309,France,Voilà,Barbara Pravi,2020,0.65831137,251,2,0.65831137
1310,Switzerland,Tout l'univers,Gjon's Tears,2020,0.56992084,165,3,0.56992084
1311,Iceland,10 Years,Daði & Gagnamagnið,2020,0.49868074,180,4,0.49868074
1312,Ukraine,Shum,Go_A,2020,0.48021108,267,5,0.48021108
1313,Finland,Dark Side,Blind Channel,2020,0.39709762,218,6,0.39709762
1314,Malta,Je Me Casse,Destiny,2020,0.3364116,47,7,0.3364116
1315,Lithuania,Discoteque,The Roop,2020,0.29023746,165,8,0.29023746
1316,Russia,Russian Woman,Manizha,2020,0.26912928,100,9,0.26912928
1317,Greece,Last Dance,Stefania,2020,0.22427441,79,10,0.22427441
1318,Bulgaria,Growing Up Is Getting Old,Victoria,2020,0.22427441,30,11,0.22427441
1319,Portugal,Love Is On My Side,The Black Mamba,2020,0.20184697,27,12,0.20184697
1320,Moldova,Sugar,Natalia Gordienko,2020,0.15171504,62,13,0.15171504
1321,Sweden,Voices,Tusse,2020,0.14379947,63,14,0.14379947
1322,Serbia,Loco Loco,Hurricane,2020,0.13456464,82,15,0.13456464
1323,Cyprus,El Diablo,Elena Tsagrinou,2020,0.124010555,44,16,0.124010555
1324,Israel,Set Me Free,Eden Alene,2020,0.122691296,20,17,0.122691296
1325,Norway,Fallen Angel,TIX,2020,0.09894459,60,18,0.09894459
1326,Belgium,The Wrong Place,Hooverphonic,2020,0.09762533,3,19,0.09762533
1327,Azerbaijan,Mata Hari,Efendi,2020,0.08575198,33,20,0.08575198
